x,y
57019,
57144,
57160,
57242,
57364,
57492,
57534,
57612,
57721,
57793,
57898,
58037,
58214,
58312,
58542,
58730,
58843,
59015,
59225,
59370,
59576,
59745,
59939,
60122,
60300,
60563,
60797,
61162,
61455,
61755,
61842,
62063,
62403,
62718,
63045,
63355,
63412,
63484,
63598,
63819,
64122,
64575,
65080,
65486,
65728,
66275,
66903,
67743,
68366,
69130,
70111,
70761,
71838,
72977,
74026,
75119,
76628,
77963,
79224,
80841,
82326,
84050,
85892,
87716,
88740,
89861,
91458,
93272,
93288,
96531,
98734,
100521,
101906,
103902,
105749,
107957,
109532,
111592,
113124,
114220,
115751,
117158,
118659,
120216,
122156,
123485,
124748,
125937,
127464,
129021,
130113,
131586,
132777,
133578,
134653,
135889,
136643,
137853,
139051,
140224,
140602,
141499,
142414,
142762,
143183,
143439,
143666,
143871,
144285,
145008,
145552,
145996,
146523,
147154,
147501,
147985,
148572,
148933,
149361,
149810,
150240,
150458,
150778,
151013,
151291,
151563,
151770,
151941,
152033,
152142,
152243,
152363,
152411,
152448,
152497,
152511,
152583,
152660,
152722,
152822,
152960,
153007,
153033,
153148,
153220,
153260,
153306,
153375,
153395,
153423,
153534,
153626,
153736,
153840,
153962,
153982,
153990,
154094,
154180,
154283,
154361,
154487,
154487,
154487,
154585,
154712,
154757,
154800,
154960,
154960,
154960,
155072,
155093,
155128,
155174,
155191,
155191,
155191,
155287,
155309,
155380,
155429,
155448,
155466,
155508,
155540,
155599,
155627,
155682,
155688,
155739,
155764,
155776,
155801,
155859,
155891,
155931,
155940,
155944,
156040,
156071,
156124,
156166,
156196,
156210,
156250,
156284,
156307,
156323,
156363,
156392,
156397,
156397,
156397,
156397,
156414,
156456,
156487,
156510,
156552,
156610,
156649,
156739,
156739,
156812,
156864,
156896,
156911,
157015,
157032,
157144,
157171,
157190,
157218,
157260,
157289,
157359,
157387,
157412,
157431,
157454,
157499,
157508,
157542,
157585,
157603,
157611,
157633,
157648,
157660,
157665,
157725,
157734,
157745,
157787,
157797,
157816,
157841,
157878,
157887,
157895,
157951,
157967,
157998,
158037,
158056,
158084,
158107,
158189,
158183,
158205,
158245,
158275,
158300,
158309,
158381,
158394,
158471,
158511,
158602,
158639,
158678,
158717,
158826,
158974,
159070,
159303,
159516,
159548,
159649,
159896,
160252,
160692,
161004,
161057,
161290,853003
162111,
162926,
163555,
164190,
164727,
165358,
165711,
166191,
166924,
167739,
168550,
169448,
169940,
170152,
170604,
171246,
171422,
171519,
171673,
171857,
171931,
172205,
172441,
172716,
172901,
173047,
173084,
173146,889430
173395,
173659,
173879,
174073,
174214,
174214,
174331,
174582,
175000,
175353,
175525,
175893,
175974,
176039,
,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
2,
2,
2,
3,
3,
4,
8,
11,
21,
24,
43,
43,
83,
91,
104,
118,
134,
176,
252,
317,
404,
492,
610,
788,
970,
1170,
1423,
1806,
2244,
2767,
3293,
3873,
4216,
4780,
5175,
5761,
6360,
7016,
7897,
8579,
9264,
9980,
10608,
11414,
12207,
12901,
13615,
14484,
15256,
16227,
17192,
18360,
19763,
21071,
22268,
23431,
24507,
25910,
27347,
29052,
30296,
31828,
33165,
34784,
36807,
38753,
40468,
42705,
44297,
46951,
48993,
51535,
54022,
57647,
60507,
63086,
66145,
69312,
72226,
75344,
78270,
81273,
84587,
88255,
91266,
95057,
99752,
103620,
107485,
111605,
115733,
119444,
124524,
129440,
135186,
141304,
146551,
152336,
157214,
162311,
169417,
176603,
183202,
189536,
196187,
202657,
209202,
216605,
224684,
232771,
241551,
251144,
258786,
267522,
275757,
285570,
296919,
306356,
315343,
324419,
335768,
347710,
359308,
371545,
382153,
393283,
404891,
418104,
432306,
447466,
462951,
476586,
490326,
507792,
522535,
541725,
559430,
578216,
594933,
611002,
625452,
643484,
663929,
683468,
702480,
721049,
736561,
750440,
770049,
788518,
810613,
828757,
847065,
860515,
874016,
891656,
909073,
928075,
944997,
957731,
968595,
978515,
993874,
1008204,
1021693,
1035915,
1048272,
1057404,
1065279,
1074535,
1084940,
1097484,
1109296,
1119254,
1128106,
1136758,
1147648,
1158260,
1168533,
1178966,
1188019,
1195531,
1203068,
1211924,
1220472,
1228581,
1236945,
1245415,
1252228,
1259391,
1268105,
1275851,
1284430,
1291822,
1299644,
1306517,
1314196,
1322490,
1330538,
1339233,
1346641,
1353386,
1359867,
1366423,
1373750,
1382352,
1390520,
1399248,
1407668,
1413814,
1420652,
1429378,
1437564,
1445542,
1451954,
1460322,
1465989,
1473500,
1481930,
1489195,
1498044,
1506872,
1514965,
1519672,
1526267,
1536821,
1547725,
1556288,
1569819,
1578797,
1584674,
1592514,
1604026,
1613133,
1623813,
1638080,
1646273,
1655958,
1665745,
1676224,
1687190,
1697608,
1709369,
1718465,
1729156,
1737828,
1749731,
1760797,
1774401,
1785475,
1795768,
1803344,
1814219,
1828228,
1843619,
1855337,
1870356,
1882860,
1891757,
1904921,
1918938,
1934695,
1949358,
1963445,
1976005,
1986322,
1999195,
2014480,
2028406,
2044150,
2057507,
2070302,
2080377,
2092881,
2107527,
2121460,
2137499,
2150900,
2163977,
2174318,
2185155,
2201566,
2217208,
2235176,
2249944,
2263420,
2274054,
2287309,
2306706,
2325841,
2344920,
2363057,
2379283,
2390688,
2408675,
2429803,
2450322,
2469642,
2490910,
2509336,
2526123,
2546110,
2571857,
2598902,
2624687,
2646070,
2664745,
2679944,
2700072,
2730665,
2760454,
2788203,
2811093,
2833088,
2854863,
2881708,
2917497,
2952934,
2989374,
3024446,
3056084,
3084082,
3110152,
3144213,
3178460,
3210018,
3237546,
3264174,
3286590,
3310074,
3338410,
3366360,
3392340,
3419704,
3439885,
3456519,
3475126,
3495987,
3516765,
3535971,
3553839,
3569601,
3582291,
3597115,
3612577,
3629043,
3644975,
3658315,
3670256,
3681607,
3692899,
3706026,
3717944,
3731845,
3742776,
3753191,
3763031,
3773025,
3785191,
3799239,
3810283,
3819822,
3829333,
3838352,
3846104,
3856590,
3868956,
3880035,
3887867,
3897281,
3906070,
3913621,
3924485,
3937063,
3945600,
3955555,
3964028,
3973315,
3981120,
3991541,
4006762,
4016631,
4026961,
4035519,
4044037,
4053080,
4064067,
4075369,
4087990,
4097237,
4106372,
4116081,
4124678,
4135500,
4148074,
4166506,
4176105,
4185014,
4194759,
4204543,
4217242,
4239521,
4252592,
4261395,
4270946,
4280169,
4289781,
4301440,
4318253,
4330814,
4340528,
4350270,
4360482,
4370255,
4384177,
4396821,
4408875,
4422234,
4431585,
4440334,
4450456,
4462323,
4474793,
4486858,
4497010,
4506469,
4513330,
4523129,
4532627,
4548225,
4557665,
4565640,
4571864,
4578772,
4586043,
4595670,
4608947,
4618317,
4624709,
4634434,
4641423,
4648679,
4657710,
4666348,
4674516,
4681507,
4688660,
4695989,
4706665,
4716849,
4728357,
4738523,
4748511,
4756650,
4765148,
4770971,
4785177,
4796870,
4809318,
4821185,
4827149,
4840335,
4850455,
4864277,
4879108,
4894045,
4906753,
4919482,
4930888,
4943882,
4962399,
4984142,
5004040,
5024899,
5041812,
5057434,
5077285,
5103584,
5130862,
5154967,
5178707,
5201715,
5225514,
5248270,
5281149,
5315211,
5350294,
5384903,
5412413,
5437341,
5465715,
5504517,
5547435,
5590594,
5634070,
5665813,
5694101,
5730971,
5775395,
5822709,
5869318,
5914784,
5950237,
5984742,
6023217,
6067426,
6116036,
6157434,
6196482,
6232495,
6262730,
6296298,
6329697,
6368329,
6399995,
6435571,
6468603,
6502405,
6533847,
6582471,
6630107,
6673130,
6709345,
6743555,
6777721,
6810425,
6855606,
6903415,
6945410,
6981729,
7015790,
7048967,
7083470,
7118075,
7164415,
7204894,
7238775,
7268041,
7297073,
7329350,
7373304,
7412641,
7449788,
7481020,
7508813,
7557090,
7586892,
7622975,
7661551,
7695565,
7724841,
7746238,
7767690,
7790398,
7821191,
7849642,
7875757,
7897042,
7915236,
7932059,
7951070,
7974692,
7996444,
8016318,
8031803,
8044904,
8057278,
8082457,
8099772,
8121151,
8137179,
8148673,
8158091,
8169020,
8180500,
8196521,
8235599,
8247662,
8257464,
8263485,
8272374,
8281149,
8297171,
8310766,
8328110,
8334471,
8339926,
8344865,
8353865,
8366240,
8374303,
8380411,
8385203,
8389905,
8395221,
8400837,
8410525,
8416891,
8422910,
8427576,
8431559,
8438361,
8444415,
8449001,
8454701,
8459349,
8463364,
8466661,
8473362,
8478405,
8486014,
8491909,
8496820,
8500461,
8504545,
8509222,
8514072,
8519667,
8524668,
8535478,
8539886,
8543840,
8549210,
8554952,
8563938,
8569820,
8574716,
8578831,
8581810,
8587426,
8592797,
8597714,
8602751,
8607576,
8611580,
8615829,
8620072,
8643714,
8649552,
8655429,
8661159,
8666718,
8672291,
8678979,
8687160,
8700445,
8716384,
8738020,
8758450,
8772984,
8790144,
8810294,
8844026,
8876483,
8903566,
8936550,
8981929,
8999010,
9037990,
9084992,
9129305,
9170875,
9199068,
9228154,
9262623,
9298137,
9349033,
9404988,
9454267,
9495352,
9518959,
9551528,
9594158,
9643095,
9703618,
9756168,
9796727,
9819764,
9847278,
9905369,
9960605,
10018246,
10066706,
10109085,
10137782,
10169415,
10207882,
10247765,
10294367,
10334659,
10371635,
10389053,
10419253,
10446204,
10481433,
10530788,
10568210,
10609278,
10625760,
10652684,
10708754,
10742258,
10779762,
10808318,
10841290,
10857676,
10887086,
10914089,
10933736,
10965601,
10983164,
11005599,
11022188,
11037508,
11054861,
11076290,
11097324,
11115635,
11129544,
11141080,
11154945,
11168844,
11186971,
11204559,
11221310,
11230679,
11245929,
11257150,
11270149,
11283739,
11296078,
11308176,
11316925,
11325440,
11333186,
11340541,
11347277,
11353380,
11360242,
11367320,
11370744,
11374626,
11390548,
11395732,
11412768,
11418170,
11428965,
,8
,13
,17
,18
,26
,29
,31
,36
,42
,50
,53
,58
,59
2,77
10,114
12,157
23,298
33,457
38,505
42,532
51,563
55,605
59,665
64,697
70,732
76,778
89,811
104,
123,
146,922
174,1025
186,1127
197,1206
212,1317
223,1407
243,1552
259,1704
277,1800
304,1912
333,2128
361,2277
377,2452
383,2634
400,2870
409,3104
416,3266
433,3525
446,3758
467,3951
475,4187
494,4439
518,4708
539,4961
548,5192
562,5423
584,5656
609,5898
634,6150
663,6390
678,6649
712,6896
726,7160
736,7372
750,7639
766,7909
773,8134
782,8379
789,8550
795,8747
803,8887
820,9157
832,9412
842,9687
850,9925
856,10149
868,10319
872,10440
876,10683
880,10929
898,11120
916,11339
933,11645
946,11905
948,12073
949,12250
964,12436
969,12640
981,12814
989,13014
998,13160
1004,13214
1029,13387
1050,13649
1076,13874
1099,14150
1122,14379
1137,14604
1143,14706
1164,14949
1184,15246
1197,15528
1212,15690
1232,15943
1246,16136
1263,16238
1299,16597
1341,16908
1385,17199
1416,17499
1464,17769
1521,18131
1590,18450
1672,18814
1722,19147
1788,19427
1838,19757
1891,20077
1962,20404
1995,20643
2047,20971
2114,21318
2192,21662
2269,22064
2330,22419
2402,22793
2466,23164
2535,23535
2580,23804
2662,24172
2752,24534
2819,24910
2893,25302
2964,25761
3038,26170
3106,26567
3188,26968
3278,27388
3371,27808
3454,28228
3571,28813
3667,29264
3752,29625
3851,30050
3906,30481
4008,30982
4090,31313
4171,31580
4290,32062
4358,32558
4466,33035
4570,33599
4637,33903
4763,34407
4880,34907
4997,35414
5105,35916
5197,36423
5276,36923
5396,37433
5519,37907
5620,38381
5750,38927
5889,39488
6016,40019
6151,40605
6275,41105
6411,41666
6536,42172
6676,42775
6817,43400
6971,44043
7117,44682
7260,45332
7380,45958
7499,46459
7654,47391
7812,48255
7967,49102
8119,49966
8275,50803
8427,51588
8605,52535
8759,53405
8927,54283
9083,55148
9195,55949
9279,56745
9380,57548
9513,58368
9606,59180
9728,60036
9844,60871
9967,61728
10102,62588
10255,63435
10406,64259
10553,65089
10704,65941
10860,66811
11021,67686
11185,68558
11353,69435
11520,70297
11672,71107
11816,71931
11948,72748
12073,73581
12226,74417
12385,75261
12535,76070
12666,76895
12787,77782
12921,78634
13045,79442
13153,80253
13259,81085
13391,81909
13518,82729
13649,83571
13806,84584
13965,85669
14117,86677
14266,87640
14410,88552
14568,89457
14730,90371
14899,91342
15066,92274
15231,93234
15399,94177
15570,95129
15752,96184
15955,97535
16212,98933
16501,100335
16774,101624
17055,102900
17350,104313
17651,105720
17948,107095
18250,108500
18556,109912
18858,111241
19157,112556
19445,113860
19729,115138
20040,116535
20315,117957
20634,119491
20875,120751
21202,122223
21523,123669
21904,125353
22300,127078
22721,128822
23210,130776
23705,132703
24206,134645
24731,136612
25294,138351
25801,140215
26211,141774
26701,143825
27233,145880
27830,147986
28432,150072
29126,152209
29837,154326
30623,156478
31459,158676
32196,160618
32761,162245
33556,164277
34300,166372
34944,168099
35600,169876
36245,171654
36790,173070
37625,175190
38182,177138
39014,178840
39719,180670
40501,182795
41302,184710
42148,186561
42988,188624
43683,190587
44436,193119
45188,195739
46061,198453
46863,201057
47742,203791
48530,206292
49191,208400
50000,211111
50637,213768
51424,216513
52004,219128
52542,221404
53003,223331
53425,225239
53814,227659
54317,229869
54827,232067
55380,234251
55755,236140
56254,238305
56572,239813
57146,242495
57727,245176
58316,247526
58316,249384
58991,250409
59438,252718
59623,253999
60283,257423
61008,261329
61705,264997
62378,268924
63033,273423
63595,276420
63971,277995
64627,281722
65334,285029
65994,288724
66635,292254
67216,295283
67690,297804
67982,300147
68568,302657
69238,305988
69916,309076
70655,312390
71441,315903
72274,319414
72812,321332
73691,324937
74567,328449
75454,332340
76350,336101
77251,339965
78127,343109
78992,346069
79934,349925
80941,353774
81993,357748
83082,362018
84212,366557
85336,
86289,370042
87528,374604
88671,378687
89776,382779
90835,386761
91987,390755
93075,394640
93850,
94651,398482
95726,402383
96838,406318
97909,410166
99062,414141
100246,418154
101285,421412
102306,425410
103327,429307
104313,432998
105229,436687
106215,440644
107167,444449
107931,447163
108823,450532
109674,453681
110521,456949
111301,460120
112078,463428
112897,466800
113580,469508
114209,472705
114840,475740
115442,478817
116123,482157
116821,485620
117474,488739
118017,491740
118492,494745
118938,497742
119528,500736
120022,503722
120541,506973
121200,510460
121544,512453
121847,514627
122295,517102
122767,519896
123216,522908
123641,525978
124134,528971
124419,530864
124723,533594
125157,536585
125506,539484
125842,542349
126183,545356
126531,548412
126795,550504
126936,552838
127192,555376
127509,558400
127795,561366
128155,564708
128393,567392
128518,569375
128752,572237
128959,574935
129128,577455
129307,580107
129456,582993
129594,585473
129694,587340
129842,590348
129980,592932
130114,595449
130270,598528
130409,601985
130537,604774
130606,605768
130736,608607
130859,610865
130977,612944
131085,615752
131185,618714
131238,620249
131276,622011
131327,624006
131419,626857
131510,629675
131577,632403
131666,636919
131723,638871
131753,640315
131803,643271
131845,645978
131890,648574
131939,651538
131978,654938
132015,656800
132032,659439
132071,662608
132095,665659
132118,668752
132153,671919
132176,675781
132209,678293
132215,680313
132229,683679
132244,686370
132264,689507
132285,692314
132297,695569
132309,697739
132315,700064
132337,703725
132351,706782
132360,710122
132372,713041
132374,716634
132379,718515
132384,720618
132397,723490
132415,726311
132426,728959
132437,731874
132449,734790
132459,737014
132461,739632
132469,
132476,742594
132481,745215
132484,748242
132488,751013
132490,752706
132490,754248
132496,758312
132497,760272
132499,763075
132506,
132509,766928
132512,769372
132513,772326
132514,775674
132521,778812
132523,782836
132526,786349
132534,789385
132535,791529
132537,792669
132544,795576
132557,797583
132565,800563
132580,802671
132587,805741
132592,808780
132597,811438
132608,813353
132616,
132629,817404
132647,821025
132665,823456
132686,825907
132697,
132740,829433
132763,831949
132797,
132828,
132853,836012
132875,840090
132891,842850
132922,846478
132952,849794
132999,852819
133036,857412
133081,861096
133121,863664
133146,867426
133211,871897
133310,875496
133442,879097
133591,882850
133730,887082
133912,890695
133981,893741
134201,899277
134487,903478
134761,908277
135140,913616
135550,918868
135947,923803
136147,925986
136598,931121
137075,938854
137597,945516
138132,951689
138790,958216
139324,962478
139721,966507
140521,971525
141365,979250
142253,985869
143174,992053
144079,996116
144847,1001576
145333,1006108
146387,1013364
147369,1019088
148222,1024725
149117,1030626
150101,1036739
150997,1040967
151499,1046958
152239,1052502
153318,1059234
154316,1065046
155293,1071354
156162,1076611
157026,1080945
157436,1084444
158431,1090057
159423,1095537
160365,1101260
161324,1106366
162173,1111135
162953,1115157
163404,1119238
164276,1124413
165096,1129957
165864,1134962
166690,1140112
167354,1144987
167893,
168188,1149051
168782,1153676
169462,1157613
170131,1162448
170778,1166587
171327,1170866
171794,1173458
171794,1176525
172618,1180032
173190,1183840
173723,1187796
174168,1191296
174643,1194540
174968,1197367
175163,1199936
175664,1202978
176172,1206052
176667,1209784
177108,1213356
177536,1216905
177971,
178188,1219427
178804,1223140
179463,1227074
180029,1230751
180623,1233931
181252,1238180
181696,1240860
181960,1243500
182610,1247059
183282,1251109
183873,1254773
184340,1258746
184887,1261761
185300,1263876
185497,1265806
186222,1269079
186793,1273211
187363,1276680
187994,1280380
187994,1283530
189125,1286189
189355,1288150
190125,1291543
190815,1295139
191440,1298369
192013,1301867
192600,1305010
193075,1307219
193269,1309806
193856,1313468
194472,1316686
195021,1319650
195523,1322491
195988,1326151
195988,1327891
196611,1329899
197167,1333859
197776,1337457
198292,
198732,1340359
199137,
199555,
199750,1342023
199945,1343423
200173,
200639,
201045,1345926
201402,1348549
201730,1350345
201902,1351785
202295,1354578
202641,
202863,1356506
203215,1359365
203524,
203787,1361117
203925,1362953
204301,1366232
204627,1368833
204928,1371229
205224,1373507
205549,1376616
205777,1378986
205897,1381492
206273,1384767
206616,1388463
206935,1392306
207221,1396317
207542,1399752
207709,1401135
207709,1403376
208352,1407760
208899,1413399
208899,1418881
210224,1423366
210224,1426434
210885,1427584
210885,1430071
212021,1435237
212021,1440931
213257,
214905,1449036
214905,1457363
219694,1462092
220487,1467088
222664,1475224
224569,1481981
226598,1489359
228777,1496985
230940,1504611
232637,1509891
233654,1513915
236486,1522661
239129,1530520
241512,1538154
244182,
246412,
248070,1543521
248070,
248859,1550588
251015,
252577,1556250
254126,
254126,
255741,1559750
258543,1562780
258543,
261240,1570334
261240,
263172,
263172,
264624,1573470
264875,
265716,
266416,
267020,1576432
267020,
267551,
268008,1578306
268304,
268491,1581095
268940,
269301,1583514
269601,
269904,
270164,1585124
270370,
270455,1587511
270734,
270947,
271141,
271141,
271527,1588724
271563,
271702,
271825,
271825,1590013
272030,
272030,
272210,1591442
272250,1592470
272337,1594075
272412,
272479,1595314
272552,
272621,
1,
1,
1,
1,
1,
1,
3,
5,
12,
12,
17,
17,
19,
20,
20,
20,
24,
26,
37,
48,
54,
60,
74,
87,
90,
139,
201,
230,
264,
302,
367,
409,
454,
511,
584,
716,
847,
986,
1171,
1251,
1320,
1423,
1468,
1572,
1666,
1761,
1825,
1914,
1983,
2070,
2160,
2268,
2418,
2534,
2629,
2718,
2811,
2910,
3007,
3127,
3256,
3382,
3517,
3649,
3848,
4006,
4154,
4295,
4474,
4648,
4838,
4997,
5182,
5369,
5558,
5723,
5891,
6067,
6253,
6442,
6629,
6821,
7019,
7201,
7377,
7542,
7728,
7918,
8113,
8306,
8503,
8697,
8857,
8997,
9134,
9267,
9394,
9513,
9626,
9733,
9831,
9935,
10050,
10154,
10265,
10382,
10484,
10589,
10698,
10810,
10919,
11031,
11147,
11268,
11385,
11504,
11631,
11771,
11920,
12076,
12248,
12445,
12685,
12968,
13273,
13571,
13907,
14272,
14657,
15070,
15500,
15941,
16404,
16879,
17348,
17808,
18242,
18712,
19195,
19689,
20216,
20770,
21355,
21948,
22549,
23084,
23691,
24278,
24872,
25484,
26159,
26764,
27357,
27973,
28615,
29229,
29831,
30394,
30950,
31465,
31972,
32504,
33055,
33626,
34155,
34693,
35160,
35712,
36204,
36699,
37187,
37664,
38133,
38583,
39025,
39444,
39847,
40258,
40667,
41068,
41460,
41858,
42228,
42619,
43016,
43403,
43781,
44146,
44494,
44833,
45158,
45469,
45773,
46071,
46364,
46653,
46938,
47216,
47488,
47752,
48007,
48254,
48496,
48734,
48966,
49194,
49413,
49623,
49826,
50023,
50214,
50400,
50579,
50754,
50914,
51067,
51213,
51368,
51530,
51690,
51847,
51995,
52136,
52270,
52399,
52520,
52658,
52804,
52940,
53072,
53325,
53399,
53584,
53777,
53998,
54203,
54402,
54616,
54829,
55081,
55357,
55630,
55880,
56143,
56419,
56706,
57026,
57332,
57651,
57942,
58272,
58574,
58979,
59527,
60169,
60800,
61381,
62051,
62693,
63446,
64257,
65108,
65975,
66819,
67679,
68589,
69591,
70629,
71652,
72755,
73774,
74862,
75867,
77000,
78025,
79110,
80168,
81212,
82221,
83199,
84152,
85084,
85927,
86730,
87502,
88252,
88825,
89416,
90014,
90579,
91121,
91638,
92102,
92597,
93065,
93507,
93933,
94371,
94781,
95203,
95659,
96069,
96549,
97007,
97441,
97857,
98249,
98631,
98988,
99311,
99610,
99897,
100159,
100408,
100645,
100873,
101120,
101382,
101657,
101913,
102144,
102369,
102641,
102860,
103127,
103381,
103611,
103833,
104092,
104341,
104606,
104852,
105124,
105369,
105596,
105854,
106097,
106359,
106610,
106887,
107122,
107339,
107578,
107841,
108116,
108381,
108629,
108629,
109088,
109313,
109559,
109782,
110049,
110303,
110513,
110711,
110894,
111069,
111247,
111418,
111600,
111764,
111917,
112094,
112279,
112461,
112622,
112805,
112960,
113092,
113255,
113430,
113593,
113761,
113948,
114104,
114234,
114382,
114543,
114681,
114851,
115008,
115143,
115265,
115410,
115540,
115688,
115842,
115970,
116066,
116157,
116255,
116349,
116438,
116543,
116657,
116750,
116836,
116946,
117061,
117192,
117304,
117429,
117524,
117622,
117739,
117879,
118004,
118116,
118251,
118378,
118516,
118645,
118799,
118975,
119142,
119323,
119486,
119642,
119805,
119992,
120174,
120363,
120562,
120736,
120922,
121112,
121344,
121580,
121866,
122108,
122311,
122522,
122717,
122999,
123272,
123473,
123692,
123900,
124104,
124288,
124483,
124682,
124889,
125059,
125194,
125311,
125485,
125693,
125896,
126156,
126434,
126651,
126860,
127107,
127361,
127646,
127926,
128198,
128456,
128725,
128913,
129218,
129640,
129976,
130361,
130681,
130958,
131283,
131647,
132034,
132355,
132727,
133070,
133388,
133742,
134115,
134458,
134840,
135219,
135586,
135821,
136294,
136679,
137049,
137403,
137772,
138113,
138465,
138840,
139229,
139626,
140075,
140550,
141007,
141471,
141966,
142447,
143032,
143652,
144483,
145296,
146064,
146942,
147883,
148797,
149906,
151103,
152210,
153309,
154486,
155784,
157005,
158213,
159563,
160868,
162155,
163660,
165204,
167131,
168668,
170189,
171392,
172564,
173922,
175229,
176724,
178013,
179216,
180356,
181376,
182368,
183347,
184191,
185042,
185902,
186655,
187258,
187968,
188663,
189384,
190078,
190656,
191171,
191583,
192089,
192626,
193171,
193674,
194186,
194671,
195162,
195574,
196080,
196527,
196915,
197308,
197659,
198004,
198313,
198645,
198962,
199275,
199560,
199822,
200068,
200301,
200528,
200770,
200989,
201224,
201425,
201600,
201766,
201948,
202122,
202283,
202449,
202574,
202722,
202877,
203045,
203198,
203359,
203517,
203657,
203789,
203915,
204046,
204171,
204276,
204388,
204490,
204597,
204695,
204790,
204900,
205005,
205106,
205199,
205286,
205364,
205453,
205529,
205599,
205683,
205750,
205822,
205903,
205990,
206069,
206160,
206270,
206358,
206452,
206566,
206649,
206754,
206878,
206995,
207079,
207156,
207254,
207385,
207509,
207624,
207764,
207873,
207970,
208104,
208245,
208380,
208532,
208695,
208839,
208952,
209111,
209283,
209463,
209624,
209817,
209980,
210152,
210344,
210531,
210723,
210921,
211112,
211297,
211469,
211662,
211859,
212047,
212224,
212434,
212652,
212848,
213058,
213288,
213533,
213745,
214044,
214330,
214592,
214835,
215145,
215430,
215723,
216098,
216376,
216637,
216930,
217265,
217647,
218037,
218432,
218818,
219159,
219532,
219953,
220415,
220825,
221316,
221742,
222157,
222639,
223196,
223806,
224383,
224979,
225484,
226057,
226749,
227559,
228918,
230470,
232325,
234536,
236670,
238885,
241406,
243568,
245698,
247568,
249310,
250774,
252117,
253520,
254885,
255836,
256806,
257598,
257976,
258478,
259088,
259673,
260191,
260723,
261226,
261752,
262165,
262570,
262994,
263369,
263685,
263936,
264054,
264201,
264365,
264488,
264603,
264706,
264778,
264855,
264936,
265010,
265079,
265130,
265186,
265227,
265265,
265297,230553
265323,
265346,
265366,
265391,
265410,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
2,
39,
39,
53,
75,
88,
113,
133,
164,
188,
224,
267,
308,
334,
370,
376,
390,
428,
439,
466,
501,
525,
545,
564,
583,
